Unique_ID,Protein.Accession,Gene,Protein.Full.Name,Entry,Entry.name,Status,Protein.names,Gene.names,Organism,Gene.ontology.GO,Gene.ontology.IDs,ID,Protein.Accession1
Spis_Protein1700,A0A2B4RXA0,ergic1,Endoplasmic reticulum-Golgi intermediate compartment protein 1,A0A2B4RXA0,A0A2B4RXA0_STYPI,unreviewed,Endoplasmic reticulum-Golgi intermediate compartment protein 1,ergic1 AWC38_SpisGene13702,Stylophora pistillata (Smooth cauliflower coral),endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; integral component of membrane [GO:0016021],GO:0016021; GO:0033116,A0A2B4RXA0,A0A2B4RXA0
Spis_Protein1701,A0A2B4RXA1,Npffr2,Neuropeptide FF receptor 2,A0A2B4RXA1,A0A2B4RXA1_STYPI,unreviewed,Neuropeptide FF receptor 2,Npffr2 AWC38_SpisGene14081,Stylophora pistillata (Smooth cauliflower coral),"integral component of membrane [GO:0016021]; flavin adenine dinucleotide binding [GO:0050660]; G protein-coupled receptor activity [GO:0004930]; hydrolase activity [GO:0016787]; oxidoreductase activity, acting on CH-OH group of donors [GO:0016614]",GO:0004930; GO:0016021; GO:0016614; GO:0016787; GO:0050660,A0A2B4RXA1,A0A2B4RXA1
Spis_Protein1702,A0A2B4RXA2,AWC38_SpisGene14686,Uncharacterized protein,A0A2B4RXA2,A0A2B4RXA2_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene14686,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4RXA2,A0A2B4RXA2
Spis_Protein1703,A0A2B4RXA4,AWC38_SpisGene14582,Eukaryotic translation initiation factor 3 subunit I,A0A2B4RXA4,A0A2B4RXA4_STYPI,unreviewed,Eukaryotic translation initiation factor 3 subunit I,AWC38_SpisGene14582,Stylophora pistillata (Smooth cauliflower coral),translation initiation factor activity [GO:0003743],GO:0003743,A0A2B4RXA4,A0A2B4RXA4
Spis_Protein1704,A0A2B4RXA5,CPA4,Carboxypeptidase A4,A0A2B4RXA5,A0A2B4RXA5_STYPI,unreviewed,Carboxypeptidase A4,CPA4 AWC38_SpisGene14092,Stylophora pistillata (Smooth cauliflower coral),metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270],GO:0004181; GO:0008270,A0A2B4RXA5,A0A2B4RXA5
Spis_Protein1705,A0A2B4RXB0,cyp1a1,Cytochrome P450 1A1,A0A2B4RXB0,A0A2B4RXB0_STYPI,unreviewed,Cytochrome P450 1A1,cyp1a1 AWC38_SpisGene14631,Stylophora pistillata (Smooth cauliflower coral),"integral component of membrane [GO:0016021]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",GO:0004497; GO:0005506; GO:0016021; GO:0016705; GO:0020037,A0A2B4RXB0,A0A2B4RXB0
Spis_Protein1706,A0A2B4RXB6,ZNF665,Zinc finger protein 665,A0A2B4RXB6,A0A2B4RXB6_STYPI,unreviewed,Zinc finger protein 665,ZNF665 AWC38_SpisGene14647,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4RXB6,A0A2B4RXB6
Spis_Protein1707,A0A2B4RXB9,CYP74A2,Allene oxide synthase,A0A2B4RXB9,A0A2B4RXB9_STYPI,unreviewed,Allene oxide synthase,CYP74A2 AWC38_SpisGene14317,Stylophora pistillata (Smooth cauliflower coral),"heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",GO:0004497; GO:0005506; GO:0016705; GO:0020037,A0A2B4RXB9,A0A2B4RXB9
Spis_Protein1708,A0A2B4RXC0,ENDOD1,Endonuclease domain-containing 1 protein,A0A2B4RXC0,A0A2B4RXC0_STYPI,unreviewed,Endonuclease domain-containing 1 protein,ENDOD1 AWC38_SpisGene13716,Stylophora pistillata (Smooth cauliflower coral),endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270],GO:0003676; GO:0004519; GO:0008270,A0A2B4RXC0,A0A2B4RXC0
Spis_Protein1709,A0A2B4RXC7,AWC38_SpisGene13220,Kinesin heavy chain,A0A2B4RXC7,A0A2B4RXC7_STYPI,unreviewed,Kinesin heavy chain,AWC38_SpisGene13220,Stylophora pistillata (Smooth cauliflower coral),ATP binding [GO:0005524]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; microtubule-based movement [GO:0007018],GO:0003777; GO:0005524; GO:0007018; GO:0008017,A0A2B4RXC7,A0A2B4RXC7
Spis_Protein1710,A0A2B4RXD7,Asah1,Acid ceramidase,A0A2B4RXD7,A0A2B4RXD7_STYPI,unreviewed,Acid ceramidase,Asah1 AWC38_SpisGene13195,Stylophora pistillata (Smooth cauliflower coral),hydrolase activity [GO:0016787],GO:0016787,A0A2B4RXD7,A0A2B4RXD7
Spis_Protein1711,A0A2B4RXE2,Tmem230,Transmembrane protein 230,A0A2B4RXE2,A0A2B4RXE2_STYPI,unreviewed,Transmembrane protein 230,Tmem230 AWC38_SpisGene14042,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021],GO:0016021,A0A2B4RXE2,A0A2B4RXE2
Spis_Protein1712,A0A2B4RXE3,Decr1,"2,4-dienoyl-CoA reductase, mitochondrial",A0A2B4RXE3,A0A2B4RXE3_STYPI,unreviewed,"2,4-dienoyl-CoA reductase, mitochondrial",Decr1 AWC38_SpisGene14614,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4RXE3,A0A2B4RXE3
Spis_Protein1713,A0A2B4RXF6,Srp54,Signal recognition particle 54 kDa protein,A0A2B4RXF6,A0A2B4RXF6_STYPI,unreviewed,Signal recognition particle 54 kDa protein,Srp54 SRP54 AWC38_SpisGene12339,Stylophora pistillata (Smooth cauliflower coral),"signal recognition particle, endoplasmic reticulum targeting [GO:0005786]; 7S RNA binding [GO:0008312]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]",GO:0003924; GO:0005525; GO:0005786; GO:0006614; GO:0008312,A0A2B4RXF6,A0A2B4RXF6
Spis_Protein1714,A0A2B4RXF7,CWH43,PGAP2-interacting protein,A0A2B4RXF7,A0A2B4RXF7_STYPI,unreviewed,PGAP2-interacting protein,CWH43 AWC38_SpisGene14504,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021],GO:0016021,A0A2B4RXF7,A0A2B4RXF7
Spis_Protein1715,A0A2B4RXG9,nup85,Nuclear pore complex protein Nup85,A0A2B4RXG9,A0A2B4RXG9_STYPI,unreviewed,Nuclear pore complex protein Nup85,nup85 AWC38_SpisGene12294,Stylophora pistillata (Smooth cauliflower coral),nuclear membrane [GO:0031965]; nuclear pore outer ring [GO:0031080]; structural constituent of nuclear pore [GO:0017056]; mRNA transport [GO:0051028]; protein transport [GO:0015031],GO:0015031; GO:0017056; GO:0031080; GO:0031965; GO:0051028,A0A2B4RXG9,A0A2B4RXG9
Spis_Protein1716,A0A2B4RXH0,Tbc1d12,TBC1 domain family member 12,A0A2B4RXH0,A0A2B4RXH0_STYPI,unreviewed,TBC1 domain family member 12,Tbc1d12 AWC38_SpisGene14036,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4RXH0,A0A2B4RXH0
Spis_Protein1717,A0A2B4RXH2,LRIG2,Leucine-rich repeats and immunoglobulin-like domains protein 2,A0A2B4RXH2,A0A2B4RXH2_STYPI,unreviewed,Leucine-rich repeats and immunoglobulin-like domains protein 2,LRIG2 AWC38_SpisGene14017,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4RXH2,A0A2B4RXH2
Spis_Protein1718,A0A2B4RXI1,SRR,Serine racemase,A0A2B4RXI1,A0A2B4RXI1_STYPI,unreviewed,Serine racemase,SRR AWC38_SpisGene14578,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4RXI1,A0A2B4RXI1
Spis_Protein1719,A0A2B4RXI4,RAB5B,Ras-related protein Rab-5B,A0A2B4RXI4,A0A2B4RXI4_STYPI,unreviewed,Ras-related protein Rab-5B,RAB5B AWC38_SpisGene14249,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021]; GTP binding [GO:0005525]; GTPase activity [GO:0003924],GO:0003924; GO:0005525; GO:0016021,A0A2B4RXI4,A0A2B4RXI4
Spis_Protein1720,A0A2B4RXI6,GMFG,Glia maturation factor gamma,A0A2B4RXI6,A0A2B4RXI6_STYPI,unreviewed,Glia maturation factor gamma,GMFG AWC38_SpisGene13604,Stylophora pistillata (Smooth cauliflower coral),actin binding [GO:0003779]; Arp2/3 complex binding [GO:0071933]; negative regulation of Arp2/3 complex-mediated actin nucleation [GO:0034316],GO:0003779; GO:0034316; GO:0071933,A0A2B4RXI6,A0A2B4RXI6
Spis_Protein1721,A0A2B4RXJ0,Sqstm1,Sequestosome-1,A0A2B4RXJ0,A0A2B4RXJ0_STYPI,unreviewed,Sequestosome-1,Sqstm1 AWC38_SpisGene14011,Stylophora pistillata (Smooth cauliflower coral),zinc ion binding [GO:0008270],GO:0008270,A0A2B4RXJ0,A0A2B4RXJ0
Spis_Protein1722,A0A2B4RXJ2,ilf2,Interleukin enhancer-binding factor 2-like,A0A2B4RXJ2,A0A2B4RXJ2_STYPI,unreviewed,Interleukin enhancer-binding factor 2-like,ilf2 AWC38_SpisGene14462,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4RXJ2,A0A2B4RXJ2
Spis_Protein1723,A0A2B4RXJ3,AVIL,Advillin,A0A2B4RXJ3,A0A2B4RXJ3_STYPI,unreviewed,Advillin,AVIL AWC38_SpisGene14003,Stylophora pistillata (Smooth cauliflower coral),actin filament binding [GO:0051015]; cytoskeleton organization [GO:0007010],GO:0007010; GO:0051015,A0A2B4RXJ3,A0A2B4RXJ3
Spis_Protein1724,A0A2B4RXJ5,Ctnnal1,Alpha-catulin,A0A2B4RXJ5,A0A2B4RXJ5_STYPI,unreviewed,Alpha-catulin,Ctnnal1 AWC38_SpisGene14254,Stylophora pistillata (Smooth cauliflower coral),cytoplasm [GO:0005737]; actin filament binding [GO:0051015]; cadherin binding [GO:0045296]; cell adhesion [GO:0007155]; Rho protein signal transduction [GO:0007266],GO:0005737; GO:0007155; GO:0007266; GO:0045296; GO:0051015,A0A2B4RXJ5,A0A2B4RXJ5
Spis_Protein1725,A0A2B4RXJ6,PHR,Deoxyribodipyrimidine photo-lyase,A0A2B4RXJ6,A0A2B4RXJ6_STYPI,unreviewed,DNA photolyase (EC 4.1.99.3) (Deoxyribodipyrimidine photo-lyase),PHR AWC38_SpisGene13171,Stylophora pistillata (Smooth cauliflower coral),deoxyribodipyrimidine photo-lyase activity [GO:0003904]; DNA binding [GO:0003677]; DNA repair [GO:0006281],GO:0003677; GO:0003904; GO:0006281,A0A2B4RXJ6,A0A2B4RXJ6
Spis_Protein1726,A0A2B4RXJ9,G3bp2,Ras GTPase-activating protein-binding protein 2,A0A2B4RXJ9,A0A2B4RXJ9_STYPI,unreviewed,Ras GTPase-activating protein-binding protein 2,G3bp2 AWC38_SpisGene13987,Stylophora pistillata (Smooth cauliflower coral),cytoplasmic stress granule [GO:0010494]; RNA binding [GO:0003723],GO:0003723; GO:0010494,A0A2B4RXJ9,A0A2B4RXJ9
Spis_Protein1727,A0A2B4RXK6,wdr61,WD repeat-containing protein 61,A0A2B4RXK6,A0A2B4RXK6_STYPI,unreviewed,WD repeat-containing protein 61,wdr61 AWC38_SpisGene14471,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4RXK6,A0A2B4RXK6
Spis_Protein1728,A0A2B4RXL7,TBATA,Protein TBATA,A0A2B4RXL7,A0A2B4RXL7_STYPI,unreviewed,Protein TBATA,TBATA AWC38_SpisGene14549,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4RXL7,A0A2B4RXL7
Spis_Protein1729,A0A2B4RXM1,AWC38_SpisGene13963,Uncharacterized protein,A0A2B4RXM1,A0A2B4RXM1_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene13963,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4RXM1,A0A2B4RXM1
Spis_Protein1730,A0A2B4RXM5,Erap1,Endoplasmic reticulum aminopeptidase 1,A0A2B4RXM5,A0A2B4RXM5_STYPI,unreviewed,Endoplasmic reticulum aminopeptidase 1,Erap1 AWC38_SpisGene13113,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021]; aminopeptidase activity [GO:0004177]; metallopeptidase activity [GO:0008237]; zinc ion binding [GO:0008270],GO:0004177; GO:0008237; GO:0008270; GO:0016021,A0A2B4RXM5,A0A2B4RXM5
Spis_Protein1731,A0A2B4RXN0,Kat6a,Histone acetyltransferase KAT6A,A0A2B4RXN0,A0A2B4RXN0_STYPI,unreviewed,Histone acetyltransferase KAT6A,Kat6a AWC38_SpisGene13958,Stylophora pistillata (Smooth cauliflower coral),host cell nucleus [GO:0042025]; nucleosome [GO:0000786]; DNA binding [GO:0003677]; histone acetyltransferase activity [GO:0004402]; metal ion binding [GO:0046872]; nucleosome assembly [GO:0006334],GO:0000786; GO:0003677; GO:0004402; GO:0006334; GO:0042025; GO:0046872,A0A2B4RXN0,A0A2B4RXN0
Spis_Protein1732,A0A2B4RXN5,SPPL2B,Signal peptide peptidase-like 2B,A0A2B4RXN5,A0A2B4RXN5_STYPI,unreviewed,Signal peptide peptidase-like 2B,SPPL2B AWC38_SpisGene13124,Stylophora pistillata (Smooth cauliflower coral),"integral component of membrane [GO:0016021]; aspartic endopeptidase activity, intramembrane cleaving [GO:0042500]; membrane protein intracellular domain proteolysis [GO:0031293]",GO:0016021; GO:0031293; GO:0042500,A0A2B4RXN5,A0A2B4RXN5
Spis_Protein1733,A0A2B4RXP9,Tcerg1l,Transcription elongation regulator 1-like protein,A0A2B4RXP9,A0A2B4RXP9_STYPI,unreviewed,Transcription elongation regulator 1-like protein,Tcerg1l AWC38_SpisGene13925,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4RXP9,A0A2B4RXP9
Spis_Protein1734,A0A2B4RXQ2,Emc7,ER membrane protein complex subunit 7,A0A2B4RXQ2,A0A2B4RXQ2_STYPI,unreviewed,ER membrane protein complex subunit 7,Emc7 AWC38_SpisGene14509,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021]; carbohydrate binding [GO:0030246],GO:0016021; GO:0030246,A0A2B4RXQ2,A0A2B4RXQ2
Spis_Protein1735,A0A2B4RXQ7,SH3PXD2A,SH3 and PX domain-containing protein 2A,A0A2B4RXQ7,A0A2B4RXQ7_STYPI,unreviewed,SH3 and PX domain-containing protein 2A,SH3PXD2A AWC38_SpisGene13912,Stylophora pistillata (Smooth cauliflower coral),phosphatidylinositol binding [GO:0035091],GO:0035091,A0A2B4RXQ7,A0A2B4RXQ7
Spis_Protein1736,A0A2B4RXS8,AWC38_SpisGene14386,Uncharacterized protein,A0A2B4RXS8,A0A2B4RXS8_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene14386,Stylophora pistillata (Smooth cauliflower coral),mitochondrial small ribosomal subunit [GO:0005763],GO:0005763,A0A2B4RXS8,A0A2B4RXS8
Spis_Protein1737,A0A2B4RXT1,DOCK1,Dedicator of cytokinesis protein 1,A0A2B4RXT1,A0A2B4RXT1_STYPI,unreviewed,Dedicator of cytokinesis protein 1,DOCK1 AWC38_SpisGene13050,Stylophora pistillata (Smooth cauliflower coral),cytoplasm [GO:0005737]; guanyl-nucleotide exchange factor activity [GO:0005085]; small GTPase mediated signal transduction [GO:0007264],GO:0005085; GO:0005737; GO:0007264,A0A2B4RXT1,A0A2B4RXT1
Spis_Protein1738,A0A2B4RXT2,Trypsin-3,Trypsin-3,A0A2B4RXT2,A0A2B4RXT2_STYPI,unreviewed,Trypsin-3,Trypsin-3 AWC38_SpisGene14466,Stylophora pistillata (Smooth cauliflower coral),serine-type endopeptidase activity [GO:0004252],GO:0004252,A0A2B4RXT2,A0A2B4RXT2
Spis_Protein1739,A0A2B4RXU1,SPAC2C4.08,Putative nucleolar protein C2C4.08,A0A2B4RXU1,A0A2B4RXU1_STYPI,unreviewed,Putative nucleolar protein C2C4.08,SPAC2C4.08 AWC38_SpisGene14476,Stylophora pistillata (Smooth cauliflower coral),nucleic acid binding [GO:0003676]; oxidoreductase activity [GO:0016491],GO:0003676; GO:0016491,A0A2B4RXU1,A0A2B4RXU1
Spis_Protein1740,A0A2B4RXU2,ZFYVE21,Zinc finger FYVE domain-containing protein 21,A0A2B4RXU2,A0A2B4RXU2_STYPI,unreviewed,Zinc finger FYVE domain-containing protein 21,ZFYVE21 AWC38_SpisGene12207,Stylophora pistillata (Smooth cauliflower coral),metal ion binding [GO:0046872],GO:0046872,A0A2B4RXU2,A0A2B4RXU2
Spis_Protein1741,A0A2B4RXU3,AWC38_SpisGene14120,Peptidyl-prolyl cis-trans isomerase,A0A2B4RXU3,A0A2B4RXU3_STYPI,unreviewed,Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8),AWC38_SpisGene14120,Stylophora pistillata (Smooth cauliflower coral),peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein folding [GO:0006457],GO:0003755; GO:0006457,A0A2B4RXU3,A0A2B4RXU3
Spis_Protein1742,A0A2B4RXV5,PRSS16,Thymus-specific serine protease,A0A2B4RXV5,A0A2B4RXV5_STYPI,unreviewed,Thymus-specific serine protease,PRSS16 AWC38_SpisGene14345,Stylophora pistillata (Smooth cauliflower coral),serine-type peptidase activity [GO:0008236],GO:0008236,A0A2B4RXV5,A0A2B4RXV5
Spis_Protein1743,A0A2B4RXV8,Lpcat2,Lysophosphatidylcholine acyltransferase 2,A0A2B4RXV8,A0A2B4RXV8_STYPI,unreviewed,Lysophosphatidylcholine acyltransferase 2,Lpcat2 AWC38_SpisGene13492,Stylophora pistillata (Smooth cauliflower coral),"integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]; transferase activity, transferring acyl groups [GO:0016746]; phospholipid metabolic process [GO:0006644]",GO:0005509; GO:0006644; GO:0016021; GO:0016746,A0A2B4RXV8,A0A2B4RXV8
Spis_Protein1744,A0A2B4RXV9,Trypsin,Trypsin,A0A2B4RXV9,A0A2B4RXV9_STYPI,unreviewed,Trypsin,Trypsin AWC38_SpisGene14344,Stylophora pistillata (Smooth cauliflower coral),serine-type endopeptidase activity [GO:0004252],GO:0004252,A0A2B4RXV9,A0A2B4RXV9
Spis_Protein1745,A0A2B4RXW1,AGL,Glycogen debranching enzyme,A0A2B4RXW1,A0A2B4RXW1_STYPI,unreviewed,"4-alpha-glucanotransferase (EC 2.4.1.25) (EC 3.2.1.33) (Amylo-alpha-1,6-glucosidase) (Dextrin 6-alpha-D-glucosidase) (Glycogen debrancher) (Glycogen debranching enzyme) (Oligo-1,4-1,4-glucantransferase)",AGL AWC38_SpisGene13880,Stylophora pistillata (Smooth cauliflower coral),"cytoplasm [GO:0005737]; 4-alpha-glucanotransferase activity [GO:0004134]; amylo-alpha-1,6-glucosidase activity [GO:0004135]; beta-maltose 4-alpha-glucanotransferase activity [GO:0102500]; glycogen biosynthetic process [GO:0005978]; glycogen catabolic process [GO:0005980]",GO:0004134; GO:0004135; GO:0005737; GO:0005978; GO:0005980; GO:0102500,A0A2B4RXW1,A0A2B4RXW1
Spis_Protein1746,A0A2B4RXX8,AWC38_SpisGene13879,Histone H2B,A0A2B4RXX8,A0A2B4RXX8_STYPI,unreviewed,Histone H2B,AWC38_SpisGene13879,Stylophora pistillata (Smooth cauliflower coral),nucleosome [GO:0000786]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982],GO:0000786; GO:0003677; GO:0046982,A0A2B4RXX8,A0A2B4RXX8
Spis_Protein1747,A0A2B4RXX9,AWC38_SpisGene14418,Uncharacterized protein,A0A2B4RXX9,A0A2B4RXX9_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene14418,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4RXX9,A0A2B4RXX9
Spis_Protein1748,A0A2B4RXY2,HEXO1,Beta-hexosaminidase 1,A0A2B4RXY2,A0A2B4RXY2_STYPI,unreviewed,Beta-N-acetylhexosaminidase (EC 3.2.1.52),HEXO1 AWC38_SpisGene14103,Stylophora pistillata (Smooth cauliflower coral),beta-N-acetylhexosaminidase activity [GO:0004563]; N-acetyl-beta-D-galactosaminidase activity [GO:0102148]; carbohydrate metabolic process [GO:0005975],GO:0004563; GO:0005975; GO:0102148,A0A2B4RXY2,A0A2B4RXY2
Spis_Protein1749,A0A2B4RXY6,EDF1,Endothelial differentiation-related factor 1-like,A0A2B4RXY6,A0A2B4RXY6_STYPI,unreviewed,Endothelial differentiation-related factor 1-like,EDF1 AWC38_SpisGene12180,Stylophora pistillata (Smooth cauliflower coral),DNA binding [GO:0003677],GO:0003677,A0A2B4RXY6,A0A2B4RXY6
Spis_Protein1750,A0A2B4RXY7,DOLPP1,Dolichyldiphosphatase 1,A0A2B4RXY7,A0A2B4RXY7_STYPI,unreviewed,Dolichyldiphosphatase (EC 3.6.1.43),DOLPP1 AWC38_SpisGene14321,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021]; dolichyldiphosphatase activity [GO:0047874],GO:0016021; GO:0047874,A0A2B4RXY7,A0A2B4RXY7
Spis_Protein1751,A0A2B4RXY9,Grm2,Metabotropic glutamate receptor 2,A0A2B4RXY9,A0A2B4RXY9_STYPI,unreviewed,Metabotropic glutamate receptor 2,Grm2 AWC38_SpisGene14393,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930],GO:0004930; GO:0005886; GO:0016021,A0A2B4RXY9,A0A2B4RXY9
Spis_Protein1752,A0A2B4RXZ5,AWC38_SpisGene13864,Uncharacterized protein,A0A2B4RXZ5,A0A2B4RXZ5_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene13864,Stylophora pistillata (Smooth cauliflower coral),integral component of membrane [GO:0016021],GO:0016021,A0A2B4RXZ5,A0A2B4RXZ5
Spis_Protein1753,A0A2B4RY02,ACADVL,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",A0A2B4RY02,A0A2B4RY02_STYPI,unreviewed,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADVL AWC38_SpisGene14086,Stylophora pistillata (Smooth cauliflower coral),acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660],GO:0003995; GO:0050660,A0A2B4RY02,A0A2B4RY02
Spis_Protein1754,A0A2B4RY03,AWC38_SpisGene13849,UPAR/Ly6 domain-containing protein,A0A2B4RY03,A0A2B4RY03_STYPI,unreviewed,UPAR/Ly6 domain-containing protein,AWC38_SpisGene13849,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4RY03,A0A2B4RY03
Spis_Protein1755,A0A2B4RY04,PLCH2,Phosphoinositide phospholipase C,A0A2B4RY04,A0A2B4RY04_STYPI,unreviewed,Phosphoinositide phospholipase C (EC 3.1.4.11),PLCH2 AWC38_SpisGene12957,Stylophora pistillata (Smooth cauliflower coral),endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]; calcium ion binding [GO:0005509]; phosphatidylinositol phospholipase C activity [GO:0004435]; acrosome reaction [GO:0007340]; intracellular signal transduction [GO:0035556]; lipid catabolic process [GO:0016042]; phosphatidylinositol metabolic process [GO:0046488],GO:0004435; GO:0005509; GO:0005634; GO:0005783; GO:0007340; GO:0016042; GO:0035556; GO:0046488,A0A2B4RY04,A0A2B4RY04
Spis_Protein1756,A0A2B4RY09,FBL4,F-box/LRR-repeat protein 4,A0A2B4RY09,A0A2B4RY09_STYPI,unreviewed,F-box/LRR-repeat protein 4,FBL4 AWC38_SpisGene14385,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4RY09,A0A2B4RY09
Spis_Protein1757,A0A2B4RY12,CAPN5,Calpain-5,A0A2B4RY12,A0A2B4RY12_STYPI,unreviewed,Calpain-5,CAPN5 AWC38_SpisGene14076,Stylophora pistillata (Smooth cauliflower coral),calcium-dependent cysteine-type endopeptidase activity [GO:0004198],GO:0004198,A0A2B4RY12,A0A2B4RY12
Spis_Protein1758,A0A2B4RY17,AWC38_SpisGene14281,Guanine nucleotide-binding protein G(S) subunit alpha,A0A2B4RY17,A0A2B4RY17_STYPI,unreviewed,Guanine nucleotide-binding protein G(S) subunit alpha,AWC38_SpisGene14281,Stylophora pistillata (Smooth cauliflower coral),G-protein beta/gamma-subunit complex binding [GO:0031683]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; G protein-coupled receptor signaling pathway [GO:0007186],GO:0003924; GO:0005525; GO:0007186; GO:0031683; GO:0046872,A0A2B4RY17,A0A2B4RY17
Spis_Protein1759,A0A2B4RY21,pol,RNA-directed DNA polymerase from mobile element jockey,A0A2B4RY21,A0A2B4RY21_STYPI,unreviewed,RNA-directed DNA polymerase from mobile element jockey,pol AWC38_SpisGene14064,Stylophora pistillata (Smooth cauliflower coral),RNA-directed DNA polymerase activity [GO:0003964],GO:0003964,A0A2B4RY21,A0A2B4RY21
Spis_Protein1760,A0A2B4RY29,gmppb-b,Mannose-1-phosphate guanyltransferase beta-B,A0A2B4RY29,A0A2B4RY29_STYPI,unreviewed,Mannose-1-phosphate guanyltransferase beta-B,gmppb-b AWC38_SpisGene14361,Stylophora pistillata (Smooth cauliflower coral),nucleotidyltransferase activity [GO:0016779]; biosynthetic process [GO:0009058],GO:0009058; GO:0016779,A0A2B4RY29,A0A2B4RY29
Spis_Protein1761,A0A2B4RY31,REE1,Regulation of enolase protein 1,A0A2B4RY31,A0A2B4RY31_STYPI,unreviewed,Regulation of enolase protein 1,REE1 AWC38_SpisGene14056,Stylophora pistillata (Smooth cauliflower coral),#N/A,#N/A,A0A2B4RY31,A0A2B4RY31
